Mod:Item:MetaData, Localized Name
lotr:tile.lotr:slabSingle6:4, Cracked Wood-elven Brick Slab
lotr:tile.lotr:slabSingle6:5, Wood-elven Pillar Slab
lotr:tile.lotr:slabSingle6:6, Cracked Wood-elven Pillar Slab
lotr:tile.lotr:slabSingle6:7, Dol Amroth Brick Slab
lotr:tile.lotr:stairsHighElvenBrick, High Elven Brick Stairs
lotr:tile.lotr:stairsHighElvenBrickMossy, Mossy High Elven Brick Stairs
lotr:tile.lotr:stairsHighElvenBrickCracked, Cracked High Elven Brick Stairs
lotr:tile.lotr:stairsWoodElvenBrick, Wood-elven Brick Stairs
lotr:tile.lotr:stairsWoodElvenBrickMossy, Mossy Wood-elven Brick Stairs
lotr:tile.lotr:stairsWoodElvenBrickCracked, Cracked Wood-elven Brick Stairs
lotr:tile.lotr:elvenForge, Elven Forge
lotr:tile.lotr:dolAmrothCraftingTable, Dol Amroth Crafting Table
lotr:tile.lotr:stairsDolAmrothBrick, Dol Amroth Brick Stairs
lotr:tile.lotr:stairsFir, Fir Wood Stairs
lotr:tile.lotr:wood5:0, Pine Wood
lotr:tile.lotr:leaves5:0, Pine Leaves
lotr:tile.lotr:sapling5:0, Pine Sapling
lotr:tile.lotr:stairsPinePine, Pine Wood Stairs
lotr:tile.lotr:moredainCraftingTable, Moredain Crafting Table
lotr:tile.lotr:slabSingle7:0, Moredain Brick Slab
lotr:tile.lotr:slabSingle7:1, Cracked Near Harad Brick Slab
lotr:tile.lotr:stairsMoredainBrick, Moredain Brick Stairs
lotr:tile.lotr:stairsNearHaradBrickCracked, Cracked Near Harad Brick Stairs
lotr:tile.lotr:unsmeltery, Unsmeltery
lotr:tile.lotr:bronzeBars, Bronze Bars
lotr:tile.lotr:goldBars, Gold Bars
lotr:tile.lotr:silverBars, Silver Bars
lotr:tile.lotr:mithrilBars, Mithril Bars
lotr:tile.lotr:urukBars, Uruk Steel Bars
lotr:tile.lotr:highElfBars, High Elven Steel Bars
lotr:tile.lotr:galadhrimBars, Galadhrim Steel Bars
lotr:tile.lotr:woodElfBars, Wood-elven Steel Bars
lotr:tile.lotr:dwarfBars, Dwarven Steel Bars
lotr:tile.lotr:blueDwarfBars, Blue Dwarven Steel Bars
lotr:tile.lotr:highElfWoodBars, High Elven Wood-bars
lotr:tile.lotr:galadhrimWoodBars, Galadhrim Wood-bars
lotr:tile.lotr:woodElfWoodBars, Wood-elven Wood-bars
lotr:tile.lotr:corruptMallorn, Corrupt Mallorn Sapling
divinerpg:rupeeOre, Rupee Ore
divinerpg:arlemiteOre, Arlemite Ore
divinerpg:realmiteOre, Realmite Ore
divinerpg:bloodgemOre, Bloodgem Ore
divinerpg:netheriteOre, Netherite Ore
divinerpg:rupeeBlock, Rupee Block
divinerpg:arlemiteBlock, Arlemite Block
divinerpg:realmiteBlock, Realmite Block
divinerpg:bloodgemBlock, Bloodgem Block
divinerpg:netheriteBlock, Netherite Block
divinerpg:spiderPumpkin, Spider Pumpkin
divinerpg:enderPumpkin, Ender Pumpkin
divinerpg:creeperPumpkin, Creeper Pumpkin
divinerpg:skeletonPumpkin, Skeleton Pumpkin
divinerpg:blazePumpkin, Blaze Pumpkin
divinerpg:zombiePumpkin, Zombie Pumpkin
divinerpg:frostPumpkin, Frost Pumpkin
divinerpg:cyclopsPumpkin, Cyclops Pumpkin
divinerpg:ghastPumpkin, Ghast Pumpkin
divinerpg:glaconPumpkin, Glacon Pumpkin
divinerpg:enderWatcherPumpkin, Ender Watcher Pumpkin
divinerpg:jungleSpiderPumpkin, Jungle Spider Pumpkin
divinerpg:hellspiderPumpkin, Hellspider Pumpkin
divinerpg:aquaTorch, Aqua Torch
divinerpg:skeletonTorch, Skeleton Torch
divinerpg:checker, Checker
divinerpg:rainbowWool, Rainbow Wool
divinerpg:crate, Crate
divinerpg:plankDesign, Plank Design
divinerpg:blueStone, Blue Stone
divinerpg:blueVane, Blue Vane
divinerpg:cyanVane, Cyan Vane
divinerpg:purpleVane, Purple Vane
divinerpg:redVane, Red Vane
divinerpg:yellowVane, Yellow Vane
divinerpg:divineRock, Divine Rock
divinerpg:Tar, Tar
divinerpg:fancyWool, Fancy Wool
divinerpg:steel:0, Teal Steel
divinerpg:steel:1, Red Steel
divinerpg:steel:2, Purple Steel
divinerpg:steel:3, Green Steel
divinerpg:steel:4, Yellow Steel
divinerpg:steel:5, Blue Steel
divinerpg:steel:6, White Steel
divinerpg:steel:7, Black Steel
divinerpg:steel:8, Orange Steel
divinerpg:steel:9, Bright Red Steel
divinerpg:Bricks:0, Aquatonic Bricks
divinerpg:Bricks:1, Arlemite Bricks
divinerpg:Bricks:2, Darkstone Bricks
divinerpg:Bricks:3, Diamond Bricks
divinerpg:Bricks:4, Gold Bricks
divinerpg:Bricks:5, Green Bricks
divinerpg:Bricks:6, Iron Bricks
divinerpg:Bricks:7, Lapis Lazuli Bricks
divinerpg:Bricks:8, Lava Bricks
divinerpg:Bricks:9, Netherite Bricks
divinerpg:Bricks:10, Pink Bricks
divinerpg:Bricks:11, Purple Bricks
divinerpg:Bricks:12, Realmite Bricks
divinerpg:Bricks:13, Redstone Bricks
divinerpg:Bricks:14, Milk Stone Bricks
divinerpg:Minibricks:0, Rupee Minibricks
divinerpg:Minibricks:1, Realmite Minibricks
divinerpg:Minibricks:2, Arlemite Minibricks
divinerpg:Minibricks:3, Minibricks
divinerpg:Minibricks:4, Bloodgem Minibricks
divinerpg:Minibricks:5, Netherite Minibricks
divinerpg:Minibricks:6, Bedrock Minibricks
divinerpg:lamp1:0, Aqua Lamp
divinerpg:lamp1:1, Arlemite Lamp
divinerpg:lamp1:2, Blaze Lamp
divinerpg:lamp1:3, Bluefire Lamp
divinerpg:lamp1:4, Diamond Lamp
divinerpg:lamp1:5, Divine Lamp
divinerpg:lamp1:6, Draken Lamp
divinerpg:lamp1:7, Eden Lamp
divinerpg:lamp1:8, Ender Lamp
divinerpg:lamp1:9, Ender Stone Lamp
divinerpg:lamp1:10, Gold Lamp
divinerpg:lamp2:0, Ice Lamp
divinerpg:lamp2:1, Jungle Lamp
divinerpg:lamp2:2, Kraken Lamp
divinerpg:lamp2:3, Lapis Lazuli Lamp
divinerpg:lamp2:4, Lava Lamp
divinerpg:lamp2:5, Milky Lamp
divinerpg:lamp2:6, Molten Lamp
divinerpg:lamp2:7, Netherite Lamp
divinerpg:lamp2:8, Realmite Lamp
divinerpg:lamp2:9, Redstone Ore Lamp
divinerpg:lamp2:10, Rupee Lamp
divinerpg:lamp2:11, Terran Lamp
divinerpg:milkStone, Milk Stone
divinerpg:darkstone, Darkstone
divinerpg:spikeBlock, Spike Block
divinerpg:hotSpikeBlock, Hot Spike Block
divinerpg:slimeLight, Slime Light
divinerpg:slimeLightOn, Slime Light
divinerpg:darkBridge, Dark Bridge
divinerpg:darkBridgeOn, Dark Bridge
divinerpg:blueFence, Blue Fence
divinerpg:redFence, Red Fence
divinerpg:greenFence, Green Fence
divinerpg:blueFenceOn, Blue Fence On
divinerpg:redFenceOn, Red Fence On
divinerpg:greenFenceOn, Green Fence On
divinerpg:ayeracoBeamBlue, tile.ayeracoBeamBlue.name
divinerpg:ayeracoBeamGreen, tile.ayeracoBeamGreen.name
divinerpg:ayeracoBeamRed, tile.ayeracoBeamRed.name
divinerpg:ayeracoBeamYellow, tile.ayeracoBeamYellow.name
divinerpg:ayeracoBeamPurple, tile.ayeracoBeamPurple.name
divinerpg:ayeracoSpawn, Ayeraco Spawn
divinerpg:kingOfScorchersStatue, King of Scorchers Statue
divinerpg:ancientEntityStatue, Ancient Entity Statue
divinerpg:ayeracoStatue, Ayeraco Statue
divinerpg:twilightDemonStatue, Twilight Demon Statue
divinerpg:vamacheronStatue, Vamacheron Statue
divinerpg:densosStatue, Densos Statue
divinerpg:reyvorStatue, Reyvor Statue
divinerpg:dramixStatue, Dramix Statue
divinerpg:soulFiendStatue, Soul Fiend Statue
divinerpg:watcherStatue, Watcher Statue
divinerpg:eternalArcherStatue, Eternal Archer Statue
divinerpg:karotStatue, Karot Statue
divinerpg:tomatoPlant, Tomato Plant
divinerpg:mushroomPlant, Mushroom Plant
divinerpg:divineLog, Divine Log
divinerpg:divineLeaves, Divine Leaves
divinerpg:divineMossStone, Divine Moss Stone
divinerpg:enthralledDramcryxSpawner, Enthralled Dramcryx Spawner
divinerpg:rotatickSpawner, Rotatick Spawner
divinerpg:divinePlanks, Divine Planks
divinerpg:divineStairs, Divine Stairs
divinerpg:altarOfCorruption, Altar of Corruption
divinerpg:boneChest, Bone Chest
divinerpg:frozenDirt, Frozen Dirt
divinerpg:frozenGrass, Frozen Grass
divinerpg:frozenStone, Frozen Stone
divinerpg:frozenLog, Frozen Log
divinerpg:brittleLeaves, Brittle Leaves
divinerpg:frozenPlanks, Frozen Planks
divinerpg:frozenStairs, Frozen Stairs
divinerpg:winterberryBush, Winterberry Bush
divinerpg:ripeWinterberryBush, Ripe Winterberry Bush
divinerpg:icyStone, Icy Stone
divinerpg:icyBricks, Icy Bricks
divinerpg:frostedChest, Frosted Chest
divinerpg:decorativeFrostedChest, Decorative Frosted Chest
divinerpg:rollumSpawner, Rollum Spawner
divinerpg:frostArcherSpawner, Frost Archer Spawner
divinerpg:snowBricks, Snow Bricks
divinerpg:coalstone, Coalstone
divinerpg:coalstoneStairs, Coalstone Stairs
divinerpg:workshopCarpet, Workshop Carpet
divinerpg:frostedGlass, Frosted Glass
divinerpg:workshopBookcase, Workshop Bookcase
divinerpg:workshopLamp, Workshop Lamp
divinerpg:steelDoorBlock, Steel Door Block
divinerpg:coalstoneFurnace, Coalstone Furnace
divinerpg:coalstoneFurnaceActive, Coalstone Furnace Active
divinerpg:redChristmasLights, Red Christmas Lights
divinerpg:greenChristmasLights, Green Christmas Lights
divinerpg:blueChristmasLights, Blue Christmas Lights
divinerpg:yellowChristmasLights, Yellow Christmas Lights
divinerpg:purpleChristmasLights, Purple Christmas Lights
divinerpg:CandyCane:0, Blue Candy Cane
divinerpg:CandyCane:1, Green Candy Cane
divinerpg:CandyCane:2, Pink Candy Cane
divinerpg:CandyCane:3, Red Candy Cane
divinerpg:CandyCane:4, Yellow Candy Cane
divinerpg:presentBox, Present Box
divinerpg:iceikaFire, Iceika Fire
divinerpg:iceikaPortal, Iceika Portal
divinerpg:frozenSlab:0, Frozen Slab
divinerpg:frozenSlabDouble:0, Frozen Slab
divinerpg:vetheaPortal, Vethea Portal
divinerpg:dreamWreckerSpawner, Dream Wrecker Spawner
divinerpg:vermenousSpawner, Vermenous Spawner
divinerpg:twinsSpawner, Twins Spawner
divinerpg:biphronSpawner, Biphron Spawner
divinerpg:gorgosionSpawner, Gorgosion Spawner
divinerpg:wreckAltar, Wreck Altar
divinerpg:quadroticAltar, Quadrotic Altar
divinerpg:karosAltar, Karos Altar
divinerpg:raglokAltar, Raglok Altar
divinerpg:lunicAltar, Lunic Altar
divinerpg:dreamStone, Dream Stone
divinerpg:dreamDirt, Dream Dirt
divinerpg:dreamGrass, Dream Grass
divinerpg:fireCrystal, Fire Crystal
divinerpg:dreamwoodLog, Dreamwood Log
divinerpg:dreamwoodLeaves, Dreamwood Leaves
divinerpg:lightDreamBricks, Light Dream Bricks
divinerpg:darkDreamBricks, Dark Dream Bricks
divinerpg:lunaStone, Luna Stone
divinerpg:lunaBrick, Luna Brick
divinerpg:metalCaging, Metal Caging
divinerpg:dreamLampOn, Dream Lamp
divinerpg:dreamLampOff, Dream Lamp
divinerpg:weedWoodVine, Weed Wood Vine
divinerpg:blossomedWeedWoodVine, Blossomed Weed Wood Vine
divinerpg:cryptWall, Crypt Wall
divinerpg:smoothGlass, Smooth Glass
divinerpg:villageLamp, Village Lamp
divinerpg:cellLamp, Cell Lamp
divinerpg:barredDoorBlock, Barred Door Block
divinerpg:firelight, Firelight
divinerpg:hyrewoodLog, Hyrewood Log
divinerpg:mintwoodLeaves, Mintwood Leaves
divinerpg:redDreamBricks, Red Dream Bricks
divinerpg:karosHeatTileGreen, Karos Heat Tile Green
divinerpg:karosHeatTileRed, Karos Heat Tile Red
divinerpg:firewoodLog, Firewood Log
divinerpg:bacterialAcid, Bacterial Acid
divinerpg:acidBlock, Acid Block
divinerpg:greenEverstone, Green Everstone
divinerpg:lunicAcid, Lunic Acid
divinerpg:firewoodLeaves, Firewood Leaves
divinerpg:hyrewoodLeaves, Hyrewood Leaves
divinerpg:greenGemTop, Green Gem Top
divinerpg:purpleGemTop, Purple Gem Top
divinerpg:purpleDulah, Purple Dulah
divinerpg:yellowDulah, Yellow Dulah
divinerpg:greenDulah, Green Dulah
divinerpg:mintwoodLog, Mintwood Log
divinerpg:crackleSpike, Crackle Spike
divinerpg:fernite, Fernite
divinerpg:bulbatobe, Bulbatobe
divinerpg:shineGrass, Shine Grass
divinerpg:shimmer, Shimmer
divinerpg:hiveWalls, Hive Walls
divinerpg:dreamglow, Dreamglow
divinerpg:hyreWoodVine, Hyre Wood Vine
divinerpg:chamberWall1, Chamber Wall
divinerpg:chamberWall2, Chamber Wall
divinerpg:chamberWall3, Chamber Wall
divinerpg:whiteEverstone, White Everstone
divinerpg:darkEverstone, Dark Everstone
divinerpg:blackHungerstone, Black Hungerstone
divinerpg:greenHungerstone, Green Hungerstone
divinerpg:cryptFloor, Crypt Floor
divinerpg:hallWall, Hall Wall
divinerpg:blueKarosBricks, Blue Karos Bricks
divinerpg:blackKarosBricks, Black Karos Bricks
divinerpg:infusionTable, Infusion Table
divinerpg:helioticBeam, Heliotic Beam
divinerpg:karosCannonBlock, Karos Cannon
divinerpg:nightmareBedBlock, Nightmare Bed Block
divinerpg:divineSlab:0, Divine Slab
divinerpg:divineSlabDouble:0, Divine Slab
divinerpg:edenDirt, Eden Dirt
divinerpg:wildwoodDirt, Wildwood Dirt
divinerpg:apalachiaDirt, Apalachia Dirt
divinerpg:skythernDirt, Skythern Dirt
divinerpg:mortumDirt, Mortum Dirt
divinerpg:edenGrass, Eden Grass
divinerpg:wildwoodGrass, Wildwood Grass
divinerpg:apalachiaGrass, Apalachia Grass
divinerpg:skythernGrass, Skythern Grass
divinerpg:mortumGrass, Mortum Grass
divinerpg:edenOre, Eden Ore
divinerpg:wildwoodOre, Wildwood Ore
divinerpg:apalachiaOre, Apalachia Ore
divinerpg:skythernOre, Skythern Ore
divinerpg:mortumOre, Mortum Ore
divinerpg:edenBlock, Eden Block
divinerpg:wildwoodBlock, Wildwood Block
divinerpg:apalachiaBlock, Apalachia Block
divinerpg:skythernBlock, Skythern Block
divinerpg:mortumBlock, Mortum Block
divinerpg:edenSapling, Eden Sapling
divinerpg:wildwoodSapling, Wildwood Sapling
divinerpg:apalachiaSapling, Apalachia Sapling
divinerpg:skythernSapling, Skythern Sapling
divinerpg:mortumSapling, Mortum Sapling
divinerpg:edenLeaves, Eden Leaves
divinerpg:wildwoodLeaves, Wildwood Leaves
divinerpg:apalachiaLeaves, Apalachia Leaves
divinerpg:skythernLeaves, Skythern Leaves
divinerpg:mortumLeaves, Mortum Leaves
divinerpg:edenLog, Eden Log
divinerpg:wildwoodLog, Wildwood Log
divinerpg:apalachiaLog, Apalachia Log
divinerpg:skythernLog, Skythern Log
divinerpg:mortumLog, Mortum Log
divinerpg:edenPlanks, Eden Planks
divinerpg:wildwoodPlanks, Wildwood Planks
divinerpg:apalachiaPlanks, Apalachia Planks
divinerpg:skythernPlanks, Skythern Planks
divinerpg:mortumPlanks, Mortum Planks
divinerpg:edenStairs, Eden Stairs
divinerpg:wildwoodStairs, Wildwood Stairs
divinerpg:apalachiaStairs, Apalachia Stairs
divinerpg:skythernStairs, Skythern Stairs
divinerpg:mortumStairs, Mortum Stairs
divinerpg:twilightStone, Twilight Stone
divinerpg:wildwoodVine, Wildwood Vine
divinerpg:blueFire, Blue Fire
divinerpg:edenPortal, Eden Portal
divinerpg:wildwoodPortal, Wildwood Portal
divinerpg:apalachiaPortal, Apalachia Portal
divinerpg:skythernPortal, Skythern Portal
divinerpg:mortumPortal, Mortum Portal
divinerpg:edenTorch, Eden Torch
divinerpg:edenChest, Eden Chest
divinerpg:apalachiaRails, Apalachia Rails
divinerpg:moonbulbPlant, Moonbulb Plant
divinerpg:purpleGlowbonePlant, Purple Glowbone Plant
divinerpg:pinkGlowbonePlant, Pink Glowbone Plant
divinerpg:skyPlant, Sky Plant
divinerpg:sunbloom, Sunbloom
divinerpg:edenBrush, Eden Brush
divinerpg:sunBlossom, Sun Blossom
divinerpg:moonlightFern, Moonlight Fern
divinerpg:moonBud, Moon Bud
divinerpg:wildwoodTallgrass, Wildwood Tallgrass
divinerpg:duskFlower, Dusk Flower
divinerpg:duskBloom, Dusk Bloom
divinerpg:apalachiaTallgrass, Apalachia Tallgrass
divinerpg:skythernBrush, Skythern Brush
divinerpg:dustLily, Dust Lily
divinerpg:dustBrambles, Dust Brambles
divinerpg:demonBrambles, Demon Brambles
divinerpg:eyePlant, Eye Plant
divinerpg:mortumBrush, Mortum Brush
divinerpg:edenSlab:0, Eden Slab
divinerpg:edenSlabDouble:0, Eden Slab
divinerpg:wildwoodSlab:0, Wildwood Slab
divinerpg:wildwoodSlabDouble:0, Wildwood Slab
divinerpg:apalachiaSlab:0, Apalachia Slab
divinerpg:apalachiaSlabDouble:0, Apalachia Slab
divinerpg:skythernSlab:0, Skythern Slab
divinerpg:skythernSlabDouble:0, Skythern Slab
divinerpg:mortumSlab:0, Mortum Slab
divinerpg:mortumSlabDouble:0, Mortum Slab
divinerpg:arcaniteDirt, Arcanite Dirt
divinerpg:arcaniteGrass, Arcanite Grass
divinerpg:arcaniumOre, Arcanium Ore
divinerpg:arcaniumMetal, Arcanium Metal
divinerpg:arcaniteTubes, Arcanite Tubes
divinerpg:arcaniumPower, Arcanium Power
divinerpg:dungeonLamp, Dungeon Lamp
divinerpg:heatTrap, Heat Trap
divinerpg:heatTrapOn, Heat Trap On
divinerpg:soulStone, Soul Stone
divinerpg:soulSludge, Soul Sludge
divinerpg:degradedBrick, Degraded Brick
divinerpg:darkDegradedBrick, Dark Degraded Brick
divinerpg:ancientBrick, Ancient Brick
divinerpg:ancientStone, Ancient Stone
divinerpg:lightDegradedBrick, Light Degraded Brick
divinerpg:stainedGlass, Stained Glass
divinerpg:stainedGlass2, Stained Glass
divinerpg:stainedGlass3, Stained Glass
divinerpg:stainedGlass4, Stained Glass
divinerpg:stainedGlass5, Stained Glass
divinerpg:stainedGlass6, Stained Glass
divinerpg:stainedGlass7, Stained Glass
divinerpg:stainedGlass8, Stained Glass
divinerpg:dungeonPrisonerSpawner, Dungeon Prisoner Spawner
divinerpg:razorbackSpawner, Razorback Spawner
divinerpg:deathHoundSpawner, Death Hound Spawner
divinerpg:deathcryxSpawner, Deathcryx Spawner
divinerpg:livingStatueSpawner, Living Statue Spawner
divinerpg:roamerSpawner, Roamer Spawner
divinerpg:ancientTile, Ancient Tile
divinerpg:starBridge, Star Bridge
divinerpg:starBridgeOn, Star Bridge On
divinerpg:soulSludgeDoor, Soul Sludge Door
divinerpg:ancientBrickDoor, Ancient Brick Door
divinerpg:soulStoneDoor, Soul Stone Door
divinerpg:degradedBrickDoor, Degraded Brick Door
divinerpg:dramixAltar, Dramix Altar
divinerpg:parasectaAltar, Parasecta Altar
divinerpg:arcanaExtractor, Arcana Extractor
divinerpg:arcanaPortal, Arcana Portal
divinerpg:arcanaPortalFrame, Arcana Portal Frame
divinerpg:arcanaHardPortalFrame, Arcana Hard Portal Frame
divinerpg:aquamarinePlant, Aquamarine Plant
divinerpg:eucalyptusPlant, Eucalyptus Plant
divinerpg:hitchakPlant, Hitchak Plant
divinerpg:veiloPlant, Veilo Plant
divinerpg:lamonaPlant, Lamona Plant
divinerpg:marsinePlant, Marsine Plant
divinerpg:firestockPlant, Firestock Plant
divinerpg:pinflyPlant, Pinfly Plant
divinerpg:eucalyptus, Eucalyptus
divinerpg:eucalyptusPlanks, Eucalyptus Planks
divinerpg:greenlightFurnace, Greenlight Furnace
divinerpg:greenlightFurnaceOn, Greenlight Furnace On
divinerpg:oceanfireFurnace, Oceanfire Furnace
divinerpg:oceanfireFurnaceOn, Oceanfire Furnace On
divinerpg:moltenFurnace, Molten Furnace
divinerpg:moltenFurnaceOn, Molten Furnace On
divinerpg:whitefireFurnace, Whitefire Furnace
divinerpg:whitefireFurnaceOn, Whitefire Furnace On
divinerpg:moonlightFurnace, Moonlight Furnace
divinerpg:moonlightFurnaceOn, Moonlight Furnace On
divinerpg:demonFurnace, Demon Furnace
divinerpg:demonFurnaceOn, Demon Furnace On
divinerpg:arcaniumTorch, Arcanium Torch
divinerpg:elevantium, Elevantium
divinerpg:arcaniteRails, Arcanite Rails
divinerpg:acceleron, Acceleron
aether:aetherPortal, Aether Portal
aether:holystone:1, Holystone
aether:holystone:3, Mossy Holystone
aether:aetherDirt, Aether Dirt
aether:aetherGrass, Aether Grass
aether:enchantedGrass, Enchanted Grass
aether:enchantedAetherGrass, Enchanted Aether Grass
aether:quicksoil, Quicksoil
aether:icestone, Icestone
aether:aercloud:0, Cold Aercloud
aether:aercloud:1, Blue Aercloud
aether:aercloud:2, Golden Aercloud
aether:aercloud:3, Green Aercloud
aether:aercloud:4, Storm Aercloud
aether:purpleAercloud:0, Purple Aercloud
aether:aerogel, Aerogel
aether:altar, Altar
aether:incubator, Incubator
aether:aetherLog:0, Skyroot Log
aether:aetherLog:2, Golden Oak Log
aether:skyrootPlank, Skyroot Plank
aether:greenSkyrootLeaves, Green Skyroot Leaves
aether:goldenOakLeaves, Golden Oak Leaves
aether:greenSkyrootSapling, Green Skyroot Sapling
aether:goldenOakSapling, Golden Oak Sapling
aether:ambrosiumOre, Ambrosium Ore
aether:ambrosiumTorch, Ambrosium Torch
aether:zaniteOre, Zanite Ore
aether:gravititeOre, Gravitite Ore
aether:enchantedGravitite, Enchanted Gravitite
aether:trap:0, tile.trap0.name
aether:skyrootChestMimic, Skyroot Chest Mimic
aether:carvedStone:0, Carved Stone
aether:sentryStone:0, Sentry Stone
aether:divineCarvedStone, Divine Carved Stone
aether:divineSentryStone, Divine Sentry Stone
aether:whiteGoldPillar:0, White Gold Pillar
aether:whiteGoldPillar:2, White Gold Carved Pillar
aether:labyrinthPillar:0, Labyrinth Pillar
aether:labyrinthPillar:2, Carved Labyrinth Pillar
aether:zaniteBlock, Zanite Block
aether:quicksoilGlass, Quicksoil Glass
aether:whiteRose, White Rose
aether:purpleFlower, Purple Flower
aether:present, Christmas Present
aether:berryBush, Berry Bush
aether:berryBushStem, Berry Bush Stem
aether:holystoneStairs, Holystone Stairs
aether:mossyHolystoneStairs, Mossy Holystone Stairs
aether:icestoneStairs, Icestone Stairs
aether:skyrootStairs, Skyroot Stairs
aether:carvedStoneStairs, Carved Stone Stairs
aether:holystoneWall, Holystone Wall
aether:mossyHolystoneWall, Mossy Holystone Wall
aether:icestoneWall, Icestone Wall
aether:skyrootFence, Skyroot Fence
aether:carvedStoneWall, Carved Stone Wall
aether:holystoneBrick, Holystone Brick
aether:skyrootLogWall, Skyroot Log Wall
aether:tallAetherGrass, Tall Aether Grass
aether:darkBlueSkyrootLeaves, Dark Blue Skyroot Leaves
aether:blueSkyrootLeaves, Blue Skyroot Leaves
aether:blueSkyrootSapling, Blue Skyroot Sapling
aether:skyrootChest, Skyroot Chest
aether:sliderLabyrinthDoor, Slider Labyrinth Door
aether:purpleCrystalLeaves, Purple Crystal Leaves
aether:purpleFruitLeaves, Purple Fruit Leaves
aether:purpleCrystalSapling, Purple Crystal Sapling
aether:orangeTree, Orange Tree
aether:continuumOre, Continuum Ore
aether:darkBlueSkyrootSapling, Dark Blue Skyroot Sapling
aether:skyrootCraftingTable, Skyroot Crafting Table
aether:bloodMossHolystone, Blood Moss Holystone
aether:divineCarvedStoneWall, Divine Carved Stone Wall
aether:divineCarvedStoneStairs, Divine Carved Stone Stairs
aether:coldFire, tile.coldFire.name
aether:sliderLabyrinthTotem, Slider Labyrinth Totem
aether:skyrootDoor, tile.skyrootDoor.name
aether:skyrootFenceGate, Skyroot Fence Gate
aether:aerogelStairs, Aerogel Stairs
aether:sentryStoneStairs, Sentry Stone Stairs
aether:holystoneBrickStairs, Holystone Brick Stairs
aether:divineSentryStoneStairs, Divine Sentry Stone Stairs
aether:aerogelWall, Aerogel Wall
aether:sentryStoneWall, Sentry Stone Wall
aether:holystoneBrickWall, Holystone Brick Wall
aether:divineSentryStoneWall, Divine Sentry Stone Wall
aether:skyrootLadder, Skyroot Ladder
aether:skyrootSign, tile.skyrootSign.name
aether:skyrootSignWall, tile.skyrootSignWall.name
aether:skyrootBed, tile.skyrootBed.name
aether:protectorBlock, Protection Stone
aether:skyrootTrapDoor, Skyroot Trap Door
aether:skyrootBookshelf, Skyroot Bookshelf
aether:quicksoilGlassPane, Quicksoil Glass Pane
aether:holystoneFurnace, Holystone Furnace
aether:holystoneFurnaceBurning, tile.holystoneFurnaceBurning.name
aether:mobSpawner, Monster Spawner
aether:tile.skyrootSingleSlab:0, Skyroot Slab
aether:tile.skyrootDoubleSlab:0, Skyroot Slab
aether:tile.holystoneSingleSlab:0, Holystone Slab
aether:tile.holystoneDoubleSlab:0, Holystone Slab
aether:tile.mossyHolystoneSingleSlab:0, Mossy Holystone Slab
aether:tile.mossyHolystoneDoubleSlab:0, Mossy Holystone Slab
aether:tile.icestoneSingleSlab:0, Icestone Slab
aether:tile.icestoneDoubleSlab:0, Icestone Slab
aether:tile.holystoneBrickSingleSlab:0, Holystone Brick Slab
aether:tile.holystoneBrickDoubleSlab:0, Holystone Brick Slab
aether:tile.carvedStoneSingleSlab:0, Carved Stone Slab
aether:tile.carvedStoneDoubleSlab:0, Carved Stone Slab
aether:tile.sentryStoneSingleSlab:0, Sentry Stone Slab
aether:tile.sentryStoneDoubleSlab:0, Sentry Stone Slab
aether:tile.divineCarvedStoneSingleSlab:0, Divine Carved Stone Slab
aether:tile.divineCarvedStoneDoubleSlab:0, Divine Carved Stone Slab
aether:tile.divineSentryStoneSingleSlab:0, Divine Sentry Stone Slab
aether:tile.divineSentryStoneDoubleSlab:0, Divine Sentry Stone Slab
aether:tile.aerogelSingleSlab:0, Aerogel Slab
aether:tile.aerogelDoubleSlab:0, Aerogel Slab
AncientWarfare:engineering_station, tile.engineering_station.name
AncientWarfare:research_station, tile.research_station.name
AncientWarfareAutomation:civic_quarry, Quarry
AncientWarfareAutomation:civic_forestry, Tree Farm
AncientWarfareAutomation:civic_crop_farm, Crop Farm
AncientWarfareAutomation:civic_mushroom_farm, Mushroom Farm
AncientWarfareAutomation:civic_animal_farm, Animal Farm
AncientWarfareAutomation:civic_fish_farm, Fish Farm
AncientWarfareAutomation:civic_reed_farm, Reed Farm
AncientWarfareAutomation:civic_warehouse, Warehouse Control Block
AncientWarfareAutomation:warehouse_storage:0, Small Warehouse Storage
AncientWarfareAutomation:warehouse_storage:1, Medium Warehouse Storage
AncientWarfareAutomation:warehouse_storage:2, Large Warehouse Storage
AncientWarfareAutomation:warehouse_interface, Warehouse Interface
AncientWarfareAutomation:warehouse_crafting_station, Warehouse Crafting Station
AncientWarfareAutomation:warehouse_stock_viewer, Warehouse Stock Viewer
AncientWarfareAutomation:civic_auto_crafting, tile.civic_auto_crafting.name
AncientWarfareAutomation:mailbox, Mailbox
AncientWarfareAutomation:flywheel:0, Light Flywheel Controller
AncientWarfareAutomation:flywheel:1, Medium Flywheel Controller
AncientWarfareAutomation:flywheel:2, Heavy Flywheel Controller
AncientWarfareAutomation:flywheel_storage:0, Light Flywheel Energy Storage
AncientWarfareAutomation:flywheel_storage:1, Medium Flywheel Energy Storage
AncientWarfareAutomation:flywheel_storage:2, Heavy Flywheel Energy Storage
AncientWarfareAutomation:torque_conduit:0, Light Torque Junction
AncientWarfareAutomation:torque_conduit:1, Medium Torque Junction
